Collection,Hadith Number,Narrated By,Hadith Text,Pillar
ibnmajah,3,It was narrated from Muhammed bin 'Abdullah bin Zaid that his father said that:,"The Messenger of Allah was thinking of a horn, and he commanded that a bell be made and it was done. Then 'Abdullah bin Zaid had a dream. He said: ""I saw a man wearing two green garments, carrying a bell. I said to him, 'O slave of Allah, will you sell the bell?' He said; 'What will you do with it?' I said, 'I will call (the people) to prayer.' He said, 'Shall I not tell you of something better than that?' I said, 'What is it?' he said, 'Say: Allahu Akbar Allahu Akbar, Allahu Akbar Allahu Akbar; Ash-hadu an la ilaha illallah, Ash-hadu an la ilaha illallah; Ash-hadu anna Muhammadan Rasulullah, Ash-hadu anna Muhammadan Rasulullah; Hayya 'alas-salah,  Hayya 'alas-salah; Hayya 'alal-falah, Hayya 'alal-falah;  Allahu Akbar Allahu Akbar; La ilaha illallah (Allah is The Most Great, Allah is The Most Great; Allah is The Most Great, Allah is The Most Great; I bear witness that none has the right to be worshipped but Allah, I bear witness that none has the right to be worshipped but Allah; I bear witness that Muhammed is the Messenger of Allah, I bear witness that Muhammed is the Messenger of Allah; Come to the Prayer, Come to the Prayer; Come to the prosperity, Come to the prosperity; Allah is the Most great, Allah is the Most Great; None has the right to be worshipped but Allah)."" 'Abdullah bin Zaid went out and came to the Messenger of Allah, and told him what he had seen. He said, ""O Messenger of Allah, I saw a man wearing two green garments carrying a bell,"" and he told him the story. The Messenger of Allah said, ""Your companion has had a dream. Go out with Bilal to the mosque and teach it to him, for he has a louder voice than you."" I ('Abdullah) went out with Bilal to the mosque, and I started teaching him the words and he was calling them out. 'Umar Al-Khattab heard the voice and came out saying, ""O Messenger of Allah! By Allah, I saw the same (dream) as him."" (Hasan)Abu 'Ubaid said: ""Abu Bakr Al-Hakami told me that 'Abdullah bin Zaid Al-Ansari said concerning that:
'I praise Allah, the Possessor of majesty and honor,
A great deal of praise for the Adhan.
Since the news of it came to me from Allah,
So due to it, I was honored by the information.
During the three nights.
Each of which increased me in honor.'""",Salat
ibnmajah,4,It was narrated that 'Umar bin Khattab said:,"""I heard the Messenger of Allah say: 'Whoever builds a mosque in which the Name of Allah is mentioned, Allah will build a house for him in Paradise.'""",Uncategorized
ibnmajah,5,"Muhammad
bin ‘Amr bin ‘Ata’ said:","“I heard Abu Humaid As-Sa’idi say:
‘When the Messenger of Allah (ﷺ) stood up for prayer, he would
face
the prayer direction, raise his hands, and say: “Allahu Akbar
(Allah
is Most Great).”",Salat
ibnmajah,6,"It was
narrated that ‘Ali said that the Messenger of Allah (ﷺ)
said:","“The Muslim has six courtesies due from the Muslim: He should
greet
him with Salam when he meets him; he should accept his
invitation if
he invites him; he should answer [by Yarhamuk-Allah (may
Allah have
mercy on you)] to him if he sneezes (and says Al-
Hamdulillah); he
should visit him if he falls sick; he should follow
his funeral if he
dies; and he should love for him what he loves for
himself.”",Uncategorized
ibnmajah,7,"It was
narrated from Abu Hurairah that the Messenger of Allah (ﷺ)
said:","“Every good deed of the son of Adam will be multiplied manifold.
A
good deed will be multiplied ten times up to as many as seven
hundred
times, or as much as Allah wills. Allah says: ‘Except for
fasting,
which is for Me and I shall reward for it. He gives up his
desire and
his food for My sake.’ The fasting person has two joys, one
when he
breaks his fast and another when he meets his Lord. The smell
that
comes from the mouth of a fasting person is better before Allah
than
the fragrance of musk.”",Sawm
ibnmajah,8,'Ibn Abbas(RAH) narrated that:,"the Prophet send Muadh to Yemen, and said: “You are going to some people among the People of the Book. Call them to bear witness that none has the right to be worshipped but Allah, and that I am the messenger of Allah. If they obey that, then tell them that Allah has enjoined upon them five prayers every day and night. If they obey that, then tell them that Allah has enjoined upon them charity (Zakat) from their wealth, to be taken from the rich and given to their poor. If they obey that, then beware of  (taking) the best of their wealth. And beware of the supplication of the oppressed, for there is no barrier between and Allah.”",Salat
ibnmajah,9,It was narrated that:,"Alqamah bin Qais said: “I was with Abdullah bin Masud in Mina, and Uthman took him aside. I was sitting near him. Uthman said to him: 'Would you like that I marry you to a young virgin who will remind you of how you were in the past?' When Abdullah saw that he did not say anything to him apart from that, he gestured to me, so I came and he said: 'As you say that the Messenger of Allah said “O young men, whoever among you can afford it, let him get married, for it is more effective in lowering the gaze and guarding one's chastity. Whoever cannot afford it, let him fast, for it will diminish his desire.” ' ”",Uncategorized
ibnmajah,10,It was narrated from 'Umar bin Khattab that:,the Messenger of Allah divorced Hafsah then took her back.,Uncategorized
ibnmajah,11,It was narrated that Rifa'ah Al - Juhani said:,"""When the Prophet (ﷺ) took an oath he would say: 'By the One in Whose Hand is the soul of Muhammad.""'",Uncategorized
ibnmajah,12,It was narrated from 'Aishah that the Messenger of Allah (ﷺ) said:,"'The best (most pure) food a man consumes is that which he has earned himself, and his child (and his child's wealth) is part of his earnings.""",Uncategorized
ibnmajah,13,It was narrated from Abu Hurairah that the Prophet (ﷺ) said:,"“Whoever is appointed judge between the people, he has been slaughtered without a knife.”",Uncategorized
ibnmajah,14,It was narrated that Nu'man bin Bashir said that his father took him to the Prophet (ﷺ) and said:,“Bear witness that I have given Nu'man such and such from my wealth.” He said: “Have you given all your children something like that which you have given to Nu'man?” He said: “No.” He said: “Then let someone other than me bear witness to that.” And he said: “Would you not like all your children to honor you equally?” He said: “Of course.” He said: “Then do not do this.”,Uncategorized
ibnmajah,15,It was narrated from 'Umar bin Khattab that:,the Messenger of Allah (ﷺ) said: “Do not take back your charity.”,Zakat
ibnmajah,16,It was narrated from 'Aisha that :,"the Messenger of Allah (ﷺ) bought some food from a Jew with payment to be made later, and he pawned his armor for that.",Uncategorized
ibnmajah,17,It was narrated that Jabir said:,"“The Messenger of Allah (ﷺ) said: 'Whoever has a date-palm tree or land, should not sell it until he has offered it to his partner.' ”",Uncategorized
ibnmajah,18,It was narrated from Mutarrif bin 'Abdullah bin Shikhkhir that his father said:,“The Messenger of Allah (ﷺ) said: 'The lost animal of the Muslim may lead to the burning flame of Hell.' ”,Uncategorized
ibnmajah,19,It was narrated from Jabir that:,the Messenger of Allah (ﷺ) sold a Mudabbar.,Uncategorized
ibnmajah,20,It was narrated from Abu Umamah bin Sahl bin Hunaif that:,"`Uthman bin 'Affan looked at them when they spoke of killing. He said: “Are they kill threatening to kill me? Why would they kill me? I heard the Messenger of Allah (ﷺ) say: “It is not lawful to shed the blood of a Muslim except in one of three (cases): a man who commits adultery when he is a married person, then he should be stoned; a man who kills a soul not in retaliation for murder; and a man who apostatizes after becoming Muslim.' By Allah (SWT), I never committed adultery either during Ignorance days nor in Islam, and I have never killed a Muslim soul, and I have not apostatized since I became Muslim.”",Uncategorized
ibnmajah,21,It was narrated from Abdullah that the Messenger of Allah (ﷺ) said:,“The first matter concerning which judgment will be passed among the people on the Day of Resurrection will be bloodshed.”,Uncategorized
ibnmajah,22,It was narrated that Aishah said:,"“The Messenger of Allah (ﷺ) did not leave behind a Dinar nor a Dirham, nor a sheep, nor a camel, and he did not make a will concerning anything.”",Uncategorized
ibnmajah,23,"It was
narrated from Abu Hurairah that the Messenger of Allah (ﷺ)
said:","“O
Abu Hurairah. Learn about the inheritance and teach it, for
it is
half of knowledge, but it will be forgotten. This is the first
thing
that will be taken away from my nation.’”",Uncategorized
ibnmajah,24,"It was
narrated from Abu Hurairah that the Messenger of Allah (ﷺ)
said:","“Allah has prepared (reward) for those who go out (to fight) in
His
cause: ‘And do not go out except (to fight) for Jihad in My cause,
out of faith in Me and belief in My Messengers, but he has a
guarantee
from Me that I will admit him to Paradise, or I will return
him to his
dwelling from which he set out, with the reward that he
attained, or
the spoils that he acquired.’ Then he said: ‘By the
One in Whose Hand
is my soul, were it not that it would be too
difficult for the
Muslims, I would never have stayed behind from any
expedition that
went out in the cause of Allah. But I could not find
the resources to
give them mounts and they could not find the
resources to follow me,
nor would they be pleased to stay behind if I
went. By the One in
Whose Hand is the soul of Muhammad, I wish I
could fight in the cause
of Allah and be killed, then fight and be
killed, then fight and be
killed.’”",Shahada
ibnmajah,25,"It was
narrated from Abu Hurairah that the Messenger of Allah (ﷺ)
said:","“Traveling is a kind of torment, it keeps anyone of you from his
sleep, food and drink. When anyone of you has fulfilled the purpose
for which he travled, let him hasten to return to his family.”Another chain reports a similar hadith.",Uncategorized
ibnmajah,26,"It was
narrated from Anas bin Malik:","“The Messenger of Allah (ﷺ)
used to
sacrifice two horned, black-and-white rams and he would say
the Name
of Allah and pronounce His greatness. I saw him slaughtering
them
with his own hand, putting his foot on their sides.”",Uncategorized
ibnmajah,27,"It was
narrated that Umm Kurz said:","“I heard the Prophet (ﷺ) say:
‘On
behalf of a boy, two sheep of equal age and on behalf of a girl
one
sheep.’”",Uncategorized
ibnmajah,28,"It was
narrated from ‘Abdullah bin Mughaffal that the Messenger of
Allah
(ﷺ) commanded that dogs be killed, then he said:","“What do they
use dogs for?” Then he permitted them to keep hunting dogs.",Uncategorized
ibnmajah,29,‘Abdullah bin Salam said:,"“When the Prophet (ﷺ) came to
Al-Madinah,
the people rushed to meet him, and it was said: ‘The
Messenger of
Allah (ﷺ) has come! The Messenger of Allah (ﷺ) has
come! The
Messenger of Allah (ﷺ) has come!’ Three times. I came
with the
people to see him, and when I saw his face clearly, I knew
that his
face was not the face of a liar. The first thing I heard him
say was
when he said: ‘O people! Spread (the greeting of) Salam,
feed others,
uphold the ties of kinship, and pray during the night
when people are
sleeping, and you will enter Paradise with Salam.”*",Uncategorized
ibnmajah,30,"It was
narrated that Abu Darda’ said:","‘My close friend (ﷺ) advised
me:
‘Do not drink wine, for it is the key to all evils.’”",Uncategorized
ibnmajah,31,"It was
narrated that Usamah bin Sharik said:","“I saw the Bedouins
asking
the Prophet (ﷺ): ‘Is there any harm in such and such, is
there
any harm in such and such?’ He said to them: ‘O slaves of Allah!
Allah has only made harm in that which transgresses the honor of
one’s
brother. That is what is sinful.’ They said: ‘O Messenger
of Allah! Is
there any sin if we do not seek treatment?’ He said:
‘Seek treatment,
O slaves of Allah! For Allah does not create any
disease but He also
creates with it the cure, except for old age.’
They said: ‘O Messenger
of Allah, what is the best thing that a
person may be given?’ He said:
‘Good manners.’”",Uncategorized
ibnmajah,32,"It was
narrated that ‘Aishah said:","“The Messenger of Allah (ﷺ) prayed
in a Khamisah* that had markings on it. Then he said: ‘These
markings distracted me. Take it to Abu Jahm and bring me an
Anbijaniyyah.’”**",Uncategorized
